# world seed 192691
type,name,x,y,param1,param2,yaw
box,partition_0,4.91,-8.39,0.40,3.22,0
box,partition_1,4.91,-1.22,0.40,10.06,0
door,door_S_H,4.91,-6.52,0.52,x,0
box,partition_2,4.91,5.06,0.40,2.51,0
box,partition_3,4.91,8.52,0.40,2.96,0
door,door_N_A,4.91,6.68,0.73,x,0
box,partition_4,-6.83,3.81,6.33,0.40,0
box,partition_5,0.99,3.81,7.84,0.40,0
door,door_W_A,-3.30,3.81,0.74,y,0
box,partition_6,5.78,3.81,1.74,0.40,0
box,partition_7,8.66,3.81,2.69,0.40,0
door,door_E_H,6.98,3.81,0.67,y,0
box,rnd_box_0,-5.79,-5.94,2.62,0.86,13.1
box,rnd_box_1,1.96,-4.17,1.92,1.53,124.4
box,rnd_box_2,-1.73,8.13,2.10,0.91,17.9
box,rnd_box_3,7.82,8.33,1.01,0.96,6.7
box,rnd_box_4,-1.15,-6.50,1.19,1.58,15.3
box,rnd_box_5,-7.40,5.50,0.92,1.42,146.8
box,rnd_box_6,8.36,-5.42,1.27,1.34,147.8
box,rnd_box_7,-5.34,0.69,2.96,0.54,139.7
box,rnd_box_8,-6.54,-2.54,0.86,0.56,107.1
cyl,rnd_cyl_0,-5.29,7.55,1.16,2.0,0
cyl,rnd_cyl_1,-0.50,2.55,0.56,2.0,0
cyl,rnd_cyl_2,1.82,7.71,1.07,2.0,0
cyl,rnd_cyl_3,-1.59,-3.04,1.30,2.0,0
person,person_0,8.41,0.09,0,0,17.1
person,person_1,-8.36,8.11,0,0,-114.8
person,person_2,1.47,-7.09,0,0,-119.1
path,person_0,8.41,0.09,0,1.12,0
path,person_0,5.50,2.80,1,1.12,0
path,person_0,8.42,0.56,2,1.12,0
path,person_0,7.16,-3.69,3,1.12,0
path,person_1,-8.36,8.11,0,1.11,0
path,person_1,-8.74,5.49,1,1.11,0
path,person_2,1.47,-7.09,0,1.15,0
path,person_2,4.39,-5.06,1,1.15,0
path,person_2,2.44,-7.47,2,1.15,0
