# noise_v=0.03 noise_w=0.05 bias_w=0.0
ox,oy,oyaw,tx,ty,tyaw
-0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.022,-0.002,-0.016,0.023,-0.002,-0.016
0.057,-0.006,-0.042,0.057,-0.005,-0.042
0.090,-0.010,-0.067,0.091,-0.010,-0.068
0.125,-0.015,-0.092,0.124,-0.015,-0.094
0.157,-0.022,-0.119,0.157,-0.022,-0.120
0.188,-0.028,-0.143,0.188,-0.028,-0.143
0.218,-0.035,-0.162,0.218,-0.035,-0.163
0.248,-0.040,-0.161,0.249,-0.040,-0.161
0.281,-0.043,-0.141,0.282,-0.043,-0.140
0.314,-0.045,-0.120,0.315,-0.045,-0.119
0.348,-0.046,-0.097,0.350,-0.046,-0.096
0.382,-0.046,-0.071,0.384,-0.047,-0.071
0.417,-0.046,-0.048,0.418,-0.046,-0.048
0.448,-0.046,-0.039,0.450,-0.046,-0.038
0.480,-0.047,-0.035,0.480,-0.047,-0.034
0.511,-0.048,-0.040,0.511,-0.048,-0.037
0.542,-0.052,-0.061,0.543,-0.052,-0.059
0.573,-0.057,-0.084,0.574,-0.057,-0.082
0.604,-0.063,-0.110,0.605,-0.062,-0.108
0.635,-0.069,-0.135,0.636,-0.069,-0.133
0.665,-0.076,-0.156,0.665,-0.075,-0.154
0.695,-0.081,-0.156,0.695,-0.080,-0.155
0.727,-0.084,-0.140,0.727,-0.083,-0.138
0.760,-0.086,-0.123,0.760,-0.086,-0.121
0.794,-0.088,-0.101,0.794,-0.087,-0.099
0.827,-0.089,-0.079,0.828,-0.088,-0.078
0.860,-0.088,-0.056,0.862,-0.087,-0.054
0.894,-0.088,-0.036,0.895,-0.087,-0.034
0.928,-0.086,-0.011,0.928,-0.085,-0.009
0.961,-0.083,0.013,0.962,-0.082,0.015
0.995,-0.080,0.036,0.995,-0.079,0.040
1.029,-0.076,0.059,1.028,-0.075,0.064
1.061,-0.071,0.082,1.061,-0.070,0.087
1.094,-0.065,0.105,1.093,-0.064,0.111
1.127,-0.059,0.127,1.126,-0.058,0.134
1.160,-0.052,0.150,1.158,-0.050,0.158
