# noise_v=0.03 noise_w=0.05 bias_w=0.0
ox,oy,oyaw,tx,ty,tyaw
0.000,-0.000,0.000,-0.000,-0.000,0.000
-0.000,-0.000,0.000,-0.000,-0.000,0.000
0.012,-0.000,-0.003,0.012,-0.000,-0.003
0.045,0.002,0.020,0.045,0.002,0.020
0.079,0.006,0.048,0.080,0.006,0.047
0.113,0.011,0.077,0.114,0.011,0.076
0.149,0.017,0.106,0.149,0.017,0.104
0.181,0.024,0.131,0.182,0.024,0.130
0.213,0.031,0.154,0.214,0.031,0.152
0.244,0.038,0.175,0.245,0.038,0.172
0.273,0.045,0.192,0.274,0.045,0.189
0.299,0.052,0.204,0.301,0.052,0.202
0.326,0.059,0.215,0.328,0.059,0.213
0.353,0.066,0.223,0.354,0.065,0.221
0.378,0.072,0.230,0.379,0.072,0.228
0.402,0.079,0.236,0.403,0.078,0.234
0.427,0.085,0.240,0.426,0.084,0.238
0.449,0.091,0.244,0.450,0.090,0.242
0.472,0.097,0.247,0.473,0.096,0.245
0.495,0.103,0.251,0.496,0.102,0.248
0.518,0.109,0.253,0.518,0.108,0.250
0.541,0.115,0.254,0.541,0.114,0.252
0.563,0.121,0.256,0.563,0.120,0.254
0.586,0.127,0.258,0.586,0.126,0.256
0.608,0.134,0.260,0.608,0.132,0.258
0.630,0.140,0.262,0.630,0.138,0.260
0.652,0.146,0.264,0.653,0.145,0.262
0.672,0.151,0.263,0.674,0.150,0.260
0.692,0.156,0.261,0.694,0.155,0.259
0.712,0.162,0.259,0.715,0.161,0.257
0.733,0.167,0.258,0.735,0.166,0.255
0.753,0.172,0.256,0.756,0.171,0.254
0.774,0.177,0.255,0.777,0.176,0.252
0.795,0.182,0.253,0.797,0.181,0.251
0.815,0.187,0.251,0.818,0.186,0.249
0.835,0.192,0.250,0.838,0.191,0.248
0.856,0.198,0.248,0.859,0.196,0.246
0.876,0.202,0.247,0.880,0.201,0.244
0.897,0.208,0.245,0.900,0.206,0.243
0.918,0.213,0.243,0.921,0.211,0.241
0.938,0.217,0.242,0.942,0.216,0.240
0.959,0.222,0.240,0.962,0.221,0.238
0.980,0.227,0.239,0.983,0.226,0.237
