# seed=20260723021 wall_start=2026-07-23 17:18:04
sim_t,x,y,yaw_deg
0.100,-0.000,-0.000,0.0
0.200,-0.000,-0.000,0.0
0.300,0.005,-0.006,-3.3
0.400,0.014,-0.015,-8.1
0.500,0.021,-0.026,-13.0
0.600,0.028,-0.037,-18.1
0.700,0.034,-0.048,-22.9
0.800,0.039,-0.059,-27.4
0.900,0.045,-0.069,-30.9
1.000,0.049,-0.079,-34.3
1.100,0.054,-0.089,-37.2
1.200,0.058,-0.098,-39.5
1.300,0.063,-0.106,-41.4
1.400,0.068,-0.114,-43.0
1.500,0.072,-0.122,-44.4
1.600,0.080,-0.132,-45.4
1.700,0.086,-0.141,-46.5
1.800,0.094,-0.151,-47.3
1.900,0.101,-0.162,-48.1
2.000,0.110,-0.173,-48.7
2.100,0.119,-0.185,-49.2
2.200,0.129,-0.197,-49.6
2.300,0.139,-0.211,-50.0
2.400,0.150,-0.224,-50.3
2.500,0.160,-0.238,-50.6
2.600,0.171,-0.252,-50.8
2.700,0.183,-0.266,-51.0
2.800,0.194,-0.281,-51.1
2.900,0.206,-0.295,-51.2
3.000,0.217,-0.310,-51.3
3.100,0.229,-0.325,-51.4
3.200,0.241,-0.340,-51.5
3.300,0.252,-0.355,-51.6
3.400,0.264,-0.370,-51.7
3.500,0.275,-0.384,-51.8
3.600,0.287,-0.399,-51.9
3.700,0.298,-0.414,-52.0
3.800,0.310,-0.430,-52.0
3.900,0.322,-0.445,-52.0
4.000,0.334,-0.460,-52.0
4.100,0.346,-0.476,-52.0
4.200,0.358,-0.491,-52.0
4.300,0.370,-0.506,-52.0
4.400,0.382,-0.521,-52.0
4.500,0.394,-0.537,-52.0
4.600,0.405,-0.552,-52.0
4.700,0.417,-0.567,-52.0
4.800,0.429,-0.582,-52.0
4.900,0.441,-0.597,-52.2
5.000,0.452,-0.612,-52.3
5.100,0.463,-0.627,-52.4
5.200,0.475,-0.642,-52.5
5.300,0.486,-0.657,-52.6
5.400,0.497,-0.672,-52.7
5.500,0.508,-0.687,-52.8
5.600,0.520,-0.703,-52.8
5.700,0.532,-0.718,-52.8
5.800,0.543,-0.733,-52.8
5.900,0.555,-0.749,-52.8
6.000,0.567,-0.764,-52.8
6.100,0.578,-0.780,-52.9
6.200,0.590,-0.795,-52.9
6.300,0.601,-0.810,-52.9
6.400,0.613,-0.825,-52.9
6.500,0.624,-0.840,-52.9
6.600,0.636,-0.856,-52.9
6.700,0.647,-0.871,-52.9
6.800,0.658,-0.886,-53.1
6.900,0.669,-0.901,-53.2
7.000,0.680,-0.916,-53.3
7.100,0.691,-0.931,-53.4
7.200,0.702,-0.946,-53.4
7.300,0.713,-0.961,-53.4
7.400,0.725,-0.976,-53.4
7.500,0.736,-0.992,-53.4
7.600,0.747,-1.007,-53.4
7.700,0.758,-1.022,-53.4
7.800,0.770,-1.037,-53.4
7.900,0.780,-1.052,-53.6
8.000,0.791,-1.067,-53.7
8.100,0.802,-1.082,-53.8
8.200,0.812,-1.096,-53.9
8.300,0.823,-1.111,-54.1
8.400,0.833,-1.126,-54.1
8.500,0.844,-1.142,-54.1
8.600,0.860,-1.162,-54.0
8.700,0.879,-1.188,-53.5
8.800,0.892,-1.204,-53.4
8.900,0.903,-1.219,-53.5
9.000,0.914,-1.234,-53.5
9.100,0.925,-1.249,-53.5
9.200,0.935,-1.264,-53.7
9.300,0.946,-1.278,-53.8
9.400,0.960,-1.298,-53.7
9.500,0.972,-1.314,-53.8
9.600,0.982,-1.328,-53.9
9.700,0.992,-1.343,-54.0
9.800,1.003,-1.357,-54.1
9.900,1.013,-1.372,-54.3
10.000,1.023,-1.386,-54.4
10.100,1.034,-1.403,-54.7
10.200,1.047,-1.423,-55.3
10.300,1.057,-1.438,-55.5
10.400,1.067,-1.453,-55.6
10.500,1.078,-1.470,-55.9
10.600,1.088,-1.486,-56.1
10.700,1.099,-1.502,-56.1
10.800,1.108,-1.520,-57.2
10.900,1.121,-1.543,-57.9
11.000,1.131,-1.559,-57.9
11.100,1.142,-1.575,-57.9
11.200,1.150,-1.590,-58.3
11.300,1.159,-1.607,-58.8
11.400,1.170,-1.624,-58.7
11.500,1.181,-1.641,-58.6
11.600,1.192,-1.658,-58.3
11.700,1.203,-1.676,-58.1
11.800,1.215,-1.693,-57.8
11.900,1.226,-1.711,-57.6
12.000,1.237,-1.728,-57.4
12.100,1.248,-1.744,-57.2
